	Unnamed: 0	chr	start	end	no drugs avg	with drugs avg	change	close genes
46	5773	1.0	87490989.0	87491149.0	0.940932319505952	0.34091117338256105	0.600021146123391	"[' ""RNA5SP52""']"
47	6895	1.0	197148218.0	197148458.0	0.924908868475533	0.289624249012309	0.635284619463224	"[' ""ASPM""', ' ""SEPTIN14P12""', ' ""ZBTB41""', ' ""AL513325.1""']"
48	6909	1.0	183453434.0	183453674.0	0.950904122732494	0.31722604806934	0.6336780746631541	"[' ""AL449223.1""', ' ""SMG7-AS1""']"
49	7188	1.0	146696792.0	146697032.0	0.877953487387934	0.20829094189091105	0.669662545497023	[]
50	7199	1.0	243876292.0	243876532.0	0.9440623356444201	0.298389255743336	0.6456730799010841	"[' ""AKT3-IT1""']"
51	7271	1.0	243572690.0	243572930.0	0.92331269638048	0.32084817296088103	0.6024645234195989	"[' ""AL591721.1""', ' ""FABP7P1""']"
52	7323	1.0	78153331.0	78153571.0	0.9449390356223499	0.298577211013516	0.6463618246088341	"[' ""RNU6-1102P""', ' ""AC103591.1""', ' ""RNA5SP22""', ' ""RNFT1P2""']"
53	7327	1.0	154439359.0	154439599.0	0.8669997373571401	0.26333076817224	0.6036689691849001	"[' ""AL162591.1""', ' ""RPSAP17""', ' ""IL6R-AS1""', ' ""IL6R""', ' ""PSMD8P1""', ' ""SHE""', ' ""AL162591.2""']"
54	7410	1.0	156306117.0	156306357.0	0.877681841926648	0.251718527538666	0.6259633143879819	"[' ""PMF1-BGLAP""', ' ""PMF1""', ' ""BGLAP""', ' ""PAQR6""', ' ""SMG5""', ' ""TMEM79""', ' ""GLMP""', ' ""VHLL""', ' ""CCT3""', ' ""TSACC""', ' ""RHBG""', ' ""AL139130.1""']"
55	7500	1.0	171685071.0	171685311.0	0.917385765583601	0.301197211856383	0.616188553727218	"[' ""MYOCOS""', ' ""MYOC""', ' ""PFN1P1""', ' ""RPL4P3""', ' ""VAMP4""', ' ""Z98751.1""', ' ""Z98751.3""', ' ""Z98751.2""', ' ""AL135931.1""']"
56	7545	1.0	201764258.0	201764498.0	0.8949265400495731	0.272199986273032	0.6227265537765411	"[' ""AC092800.1""', ' ""IPO9-AS1""', ' ""MIR5191""', ' ""AL645504.1""', ' ""RNU6-501P""', ' ""MIR1231""', ' ""MIR6739""']"
57	7845	1.0	185123060.0	185123300.0	0.9897282804443058	0.37815533067897705	0.6115729497653288	"[' ""RNF2""', ' ""FTH1P25""', ' ""TRMT1L""', ' ""RPL22P24""']"
58	8042	1.0	217763991.0	217764231.0	0.9608501602982792	0.282112920753815	0.6787372395444641	"[' ""SPATA17-AS1""', ' ""UBBP2""']"
59	8123	1.0	48916137.0	48916377.0	0.954899529100536	0.28992039148006604	0.6649791376204699	"[' ""AL645507.1""']"
60	8136	1.0	112011041.0	112011281.0	0.9502342281296948	0.337895506731757	0.6123387213979379	"[' ""LINC01750""']"
61	8360	1.0	210198376.0	210198616.0	0.914387314758686	0.30915466605693603	0.6052326487017499	"[' ""SERTAD4-AS1""', ' ""SERTAD4""', ' ""ST13P19""']"
62	8369	1.0	170036329.0	170036569.0	0.9065872035449508	0.272217082519859	0.6343701210250919	"[' ""RN7SL269P""', ' ""MRPS10P1""', ' ""AL356475.1""', ' ""SIGLEC30P""']"
63	8543	1.0	165648611.0	165648851.0	0.967642131608412	0.346107397150328	0.6215347344580839	"[' ""AL356441.2""', ' ""AL356441.1""', ' ""MGST3""', ' ""ALDH9A1""', ' ""Y_RNA""', ' ""AL451074.3""', ' ""AL451074.2""', ' ""AL451074.1""', ' ""AL451074.5""']"
64	8569	1.0	224019400.0	224019640.0	0.9293657585277508	0.286343198860742	0.6430225596670089	"[' ""CICP5""', ' ""GTF2IP20""', ' ""RNU6-1319P""', ' ""AC138393.1""', ' ""AC138393.3""', ' ""AC138393.2""', ' ""RN7SKP49""']"
65	8635	1.0	202349409.0	202349649.0	0.8705324616278141	0.264936179065118	0.605596282562696	"[' ""UBE2T""', ' ""CYCSP4""', ' ""RNU6-89P""', ' ""AC099336.1""']"
66	8960	1.0	91978779.0	91979019.0	0.9309242449779142	0.321455847764005	0.6094683972139092	"[' ""BRDT""', ' ""EPHX4""', ' ""LPCAT2BP""', ' ""SETSIP""']"
67	9015	1.0	112301095.0	112301335.0	0.9638802829893699	0.31623958953736997	0.6476406934519999	"[' ""TXNP3""', ' ""AL591521.1""']"
68	9018	1.0	171535724.0	171535964.0	0.9447269111793299	0.296811561324663	0.6479153498546669	"[' ""CYCSP53""', ' ""PRRC2C""']"
69	9073	1.0	217920375.0	217920974.0	0.8767642962325309	0.2252125564718689	0.6515517397606619	"[' ""UBBP2""', ' ""LINC00210""']"
70	9536	1.0	201764270.0	201764489.0	0.876777583643968	0.257582981017738	0.6191946026262299	"[' ""AC092800.1""', ' ""IPO9-AS1""', ' ""MIR5191""', ' ""AL645504.1""', ' ""RNU6-501P""', ' ""MIR1231""', ' ""MIR6739""']"
71	9693	1.0	200992167.0	200992437.0	0.732561174279864	0.10776538935063001	0.624795784929234	"[' ""MROH3P""', ' ""RNU6-704P""', ' ""KIF21B""', ' ""AL358473.1""', ' ""AL358473.2""']"
72	9729	1.0	108859134.0	108859664.0	0.9370535208101758	0.284968707302156	0.6520848135080197	"[' ""AL591719.1""', ' ""SPATA42""', ' ""GPSM2""']"
73	9906	1.0	78045150.0	78045680.0	0.95848695229668	0.32858777348021995	0.6298991788164601	"[' ""DNAJB4""', ' ""GIPC2""', ' ""AC103591.3""', ' ""AC103591.4""', ' ""AC103591.2""', ' ""RNU6-1102P""', ' ""AC103591.1""', ' ""RNA5SP22""']"
74	9926	1.0	193039061.0	193039591.0	0.946072627124896	0.337638776326324	0.608433850798572	"[' ""ZNF101P2""', ' ""UCHL5""', ' ""SCARNA18B""', ' ""RO60""', ' ""GLRX2""', ' ""MIR1278""']"
75	9964	1.0	98244227.0	98244757.0	0.9363203173569499	0.319096481906867	0.6172238354500829	"[' ""LINC01776""']"
76	10577	1.0	85133915.0	85134185.0	0.944375839890108	0.325488457601992	0.618887382288116	"[' ""MIR4423""', ' ""AL603750.1""', ' ""SYDE2""']"
77	10627	1.0	63919942.0	63920472.0	0.954103862993441	0.35275908136777	0.6013447816256711	"[' ""CFL1P3""']"
78	11096	1.0	151880868.0	151881189.0	0.8574664747635441	0.249787278549545	0.6076791962139991	"[' ""TDRKH-AS1""', ' ""AL589765.6""', ' ""LINGO4""', ' ""RORC""', ' ""C2CD4D""', ' ""Y_RNA""', ' ""C2CD4D-AS1""', ' ""THEM5""', ' ""THEM4""', ' ""AL450992.2""', ' ""AL450992.3""', ' ""KRT8P28""']"
79	11179	1.0	203720394.0	203720664.0	0.9471014917074608	0.346344481670864	0.6007570100365969	"[' ""ATP2B4""', ' ""AL513343.1""', ' ""SNORA77""', ' ""LAX1""', ' ""AC114402.2""']"
80	11463	1.0	51070267.0	51070537.0	0.9374618101201221	0.32801061604516996	0.6094511940749521	"[' ""MIR4421""', ' ""MIR6500""', ' ""C1orf185""', ' ""Y_RNA""', ' ""CFL1P2""']"
81	11755	1.0	215779865.0	215780382.0	0.895421798954532	0.28383146365456297	0.611590335299969	[]
82	11854	1.0	167378333.0	167378863.0	0.9479510579327359	0.28577926566769	0.6621717922650459	"[' ""AL136984.1""', ' ""AL359962.3""', ' ""AL359962.1""', ' ""AL359962.2""']"
83	11869	1.0	174852426.0	174852956.0	0.944713585032922	0.313480103597008	0.631233481435914	"[' ""BANF1P4""', ' ""NDUFAF4P4""', ' ""Z99127.3""', ' ""RABGAP1L-IT1""', ' ""Z99127.2""']"
84	11878	1.0	174382854.0	174383124.0	0.93452640396675	0.238027679037727	0.696498724929023	"[' ""AL022400.1""', ' ""GPR52""']"
85	12805	1.0	6659451.0	6659721.0	0.970519583861451	0.353158995752505	0.617360588108946	"[' ""ZBTB48""', ' ""KLHL21""', ' ""PHF13""', ' ""THAP3""', ' ""DNAJC11""', ' ""LINC01672""']"
86	12967	1.0	53794405.0	53794675.0	0.939939733271733	0.294492047023486	0.6454476862482471	"[' ""NDC1""', ' ""AL049745.1""', ' ""AL049745.2""', ' ""YIPF1""']"
87	13023	1.0	101704151.0	101704892.0	0.8683451339195841	0.25928115207672	0.6090639818428641	"[' ""LINC01709""', ' ""RNU6-965P""', ' ""RPSAP19""']"
88	13045	1.0	152023738.0	152024008.0	0.9279740394192192	0.29106907595069603	0.6369049634685231	"[' ""AL450992.3""', ' ""KRT8P28""', ' ""S100A10""', ' ""AL450992.1""', ' ""NBPF18P""', ' ""S100A11""', ' ""SPTLC1P4""', ' ""AL591893.1""', ' ""TCHHL1""', ' ""TCHH""']"
89	13079	1.0	48915999.0	48916529.0	0.954899529100536	0.28992039148006604	0.6649791376204699	"[' ""AL645507.1""']"
90	13328	1.0	68951186.0	68951716.0	0.9604689241264659	0.35800054104919604	0.6024683830772699	"[' ""AL691520.1""']"
91	13355	1.0	243876139.0	243876669.0	0.9438067914785478	0.296410667855314	0.6473961236232338	"[' ""AKT3-IT1""']"
92	13371	1.0	78045363.0	78045893.0	0.958176136007663	0.330420601701665	0.6277555343059981	"[' ""DNAJB4""', ' ""GIPC2""', ' ""AC103591.3""', ' ""AC103591.4""', ' ""AC103591.2""', ' ""RNU6-1102P""', ' ""AC103591.1""', ' ""RNA5SP22""']"
93	13607	1.0	26124398.0	26124928.0	0.884785234245239	0.273968300103911	0.6108169341413281	"[' ""SLC30A2""', ' ""AL391650.2""', ' ""TRIM63""', ' ""PDIK1L""', ' ""FAM110D""', ' ""C1orf232""', ' ""AL391650.1""', ' ""ZNF593""', ' ""CNKSR1""', ' ""CATSPER4""', ' ""AL355877.3""']"
94	13983	1.0	121142664.0	121143194.0	0.940558796990038	0.28221191601883194	0.6583468809712061	"[' ""AC241377.1""', ' ""FCGR1B""', ' ""AC244453.3""', ' ""AC244453.2""', ' ""HIST2H2BA""', ' ""AC244453.1""', ' ""HIST2H3DP1""', ' ""RPL22P6""', ' ""FAM72B""']"
95	14043	1.0	68951401.0	68951931.0	0.9604689241264659	0.35800054104919604	0.6024683830772699	"[' ""AL691520.1""']"
96	14378	2.0	30698498.0	30698738.0	0.957931120469416	0.254805883082112	0.703125237387304	"[' ""AC132154.1""', ' ""AC092569.1""']"
97	14391	2.0	27247858.0	27248098.0	0.9155070223640452	0.30006167355504104	0.6154453488090041	"[' ""TCF23""', ' ""AC013403.1""', ' ""SLC5A6""', ' ""ATRAID""', ' ""CAD""', ' ""SLC30A3""', ' ""DNAJC5G""', ' ""TRIM54""', ' ""UCN""', ' ""MPV17""', ' ""GTF3C2-AS1""']"
98	14484	2.0	97011190.0	97011430.0	0.9598972708043952	0.353786130397159	0.6061111404072361	"[' ""AC092636.1""', ' ""Metazoa_SRP""', ' ""RNA5SP101""', ' ""AC079395.3""', ' ""AC079395.2""', ' ""AC079395.1""', ' ""TRIM43CP""', ' ""AC018892.1""', ' ""AC018892.2""', ' ""IGKV2OR2-1""', ' ""IGKV2OR2-2""', ' ""IGKV1OR2-3""', ' ""GPAT2P2""', ' ""FAHD2B""', ' ""AC018892.3""', ' ""RN7SL313P""']"
99	14563	2.0	44125547.0	44125734.0	0.927484677131657	0.29903587766701195	0.628448799464645	"[' ""AC019129.1""', ' ""RNU6-566P""', ' ""PDSS1P2""', ' ""AC019129.2""']"
100	14706	2.0	114723335.0	114723513.0	0.93900468410613	0.32721883764950105	0.611785846456629	[]
101	14731	2.0	128458157.0	128458397.0	0.8339787992477671	0.233264888735215	0.6007139105125521	"[' ""RNA5SP103""', ' ""ISCA1P6""']"
102	14769	2.0	61021398.0	61021883.0	0.948489970764557	0.33745155717887	0.611038413585687	"[' ""AC010733.2""', ' ""NONOP2""', ' ""AC010733.1""', ' ""PUS10""', ' ""RNA5SP95""', ' ""PEX13""']"
103	14776	2.0	181923457.0	181923622.0	0.9427735256737692	0.329940854477138	0.6128326711966312	"[' ""AC009962.1""', ' ""ITPRID2""', ' ""KRT18P29""']"
104	14972	2.0	170789657.0	170790025.0	0.9275849258156568	0.313220000662576	0.6143649251530809	"[' ""AC007277.2""', ' ""AC007405.1""', ' ""LINC01124""', ' ""SP5""', ' ""EIF2S2P4""', ' ""AC007405.3""', ' ""Y_RNA""', ' ""ERICH2""', ' ""GAD1""', ' ""AC007405.2""', ' ""AC007405.4""']"
105	14998	2.0	40587849.0	40588089.0	0.92713075175578	0.297691134108672	0.6294396176471079	"[' ""AC007877.1""', ' ""AC007317.1""', ' ""AC007317.2""']"
106	15558	2.0	204318686.0	204318864.0	0.889654690538886	0.259354408112004	0.6303002824268821	"[' ""AC009498.1""', ' ""DSTNP5""', ' ""AC106901.1""']"
107	15704	2.0	8901701.0	8902078.0	0.929229688465405	0.31412759474856394	0.615102093716841	[]
108	15705	2.0	28200567.0	28200807.0	0.9025343121688659	0.291031947368713	0.611502364800153	"[' ""AC096552.1""']"
109	15729	2.0	30726207.0	30726447.0	0.9466771545233692	0.308819335404021	0.637857819119348	"[' ""AC132154.1""', ' ""CAPN13""', ' ""AC092569.1""']"
110	15732	2.0	64227789.0	64228029.0	0.9494122900225641	0.344218007514491	0.6051942825080732	"[' ""AC012368.1""', ' ""LINC00309""', ' ""AC012368.3""']"
111	15830	2.0	15571133.0	15571373.0	0.928492160320846	0.300718294614439	0.627773865706407	"[' ""AC008278.2""', ' ""DDX1""']"
112	15838	2.0	204240996.0	204241236.0	0.965043767964984	0.30889749605829	0.6561462719066941	"[' ""AC009498.1""', ' ""DSTNP5""']"
113	15855	2.0	128929854.0	128930094.0	0.928406876876034	0.289120546713536	0.6392863301624979	[]
114	15907	2.0	181923221.0	181923832.0	0.9427735256737692	0.329940854477138	0.6128326711966312	"[' ""AC009962.1""', ' ""ITPRID2""', ' ""KRT18P29""']"
115	15934	2.0	214018395.0	214018783.0	0.942652474416742	0.30386288837661896	0.6387895860401231	[]
116	15963	2.0	69603007.0	69603148.0	0.9537506367577879	0.321285558711508	0.6324650780462799	"[' ""RN7SL604P""', ' ""SNORA36C""', ' ""AC092431.2""', ' ""B3GALNT1P1""']"
117	16002	2.0	118714056.0	118714296.0	0.944129448610861	0.339423361009224	0.6047060876016371	[]
118	16108	2.0	183627933.0	183628515.0	0.9338080057897772	0.289604690318348	0.6442033154714291	"[' ""CACYBPP2""']"
119	16162	2.0	68412772.0	68412988.0	0.9155387947961341	0.3038923622857461	0.6116464325103881	"[' ""AC015969.1""', ' ""PLEK""', ' ""AC127383.1""', ' ""FBXO48""']"
120	16197	2.0	36734433.0	36734903.0	0.913230915672379	0.2915626238018211	0.6216682918705579	"[' ""AC007363.1""', ' ""VIT""']"
121	16384	2.0	63415960.0	63416523.0	0.936430443774361	0.27335175390502603	0.663078689869335	[]
122	16458	2.0	42555530.0	42556043.0	0.948090256852775	0.319217377073887	0.6288728797788881	"[' ""VDAC1P13""', ' ""AC025750.3""', ' ""Metazoa_SRP""', ' ""AC025750.1""']"
123	16599	2.0	63416136.0	63416407.0	0.936430443774361	0.27335175390502603	0.663078689869335	[]
124	16960	2.0	99217927.0	99218455.0	0.936831542508896	0.28963347063266304	0.6471980718762329	"[' ""C2orf15""', ' ""LIPT1""', ' ""AC092587.1""', ' ""MITD1""', ' ""MRPL30""', ' ""LYG2""', ' ""LYG1""']"
125	17024	2.0	54730417.0	54730648.0	0.950339011118213	0.280154431742136	0.670184579376077	"[' ""AC093110.1""', ' ""AC104781.1""', ' ""AC104781.2""']"
126	17208	2.0	37491066.0	37491306.0	0.9487858978996079	0.305204428473099	0.6435814694265091	"[' ""RNU6-1116P""', ' ""AC007391.3""']"
127	17248	2.0	169471279.0	169471519.0	0.9449473080170848	0.33504572231350604	0.6099015857035789	"[' ""AC093899.2""', ' ""BBS5""', ' ""KLHL41""']"
128	17443	2.0	201287332.0	201287572.0	0.9749296016618808	0.36713666257288896	0.607792939088992	"[' ""MTND5P25""', ' ""MTND4P23""', ' ""MTND4LP13""', ' ""CASP8""', ' ""FLACC1""']"
129	17524	2.0	160612346.0	160612539.0	0.965486681079347	0.34255217660508297	0.622934504474264	[]
130	17604	2.0	128181495.0	128181735.0	0.947330907004438	0.347133382232577	0.600197524771861	"[' ""UGGT1""', ' ""AC108059.1""', ' ""AC108059.2""', ' ""DYNLT3P2""', ' ""AC017079.1""', ' ""AC017079.2""']"
131	17605	2.0	162079639.0	162080085.0	0.943089334033048	0.328825916574275	0.6142634174587729	"[' ""DPP4""', ' ""AC008063.1""', ' ""TIMM8AP1""', ' ""EIF3EP2""', ' ""AC008063.2""', ' ""GCG""', ' ""AC007750.1""']"
132	17606	2.0	230665802.0	230666280.0	0.915472982022385	0.30172479602335306	0.6137481859990319	"[' ""TPM3P8""', ' ""AC010149.2""', ' ""RNU6-451P""', ' ""LINC01907""', ' ""BANF1P3""', ' ""RNU6-268P""']"
133	17654	2.0	206860014.0	206860254.0	0.941385888826835	0.3406226404643889	0.6007632483624461	"[' ""FASTKD2""', ' ""MIR3130-1""', ' ""MIR3130-2""', ' ""AC008269.1""', ' ""AC008269.2""']"
134	17951	2.0	230665939.0	230666136.0	0.915472982022385	0.30172479602335306	0.6137481859990319	"[' ""TPM3P8""', ' ""AC010149.2""', ' ""RNU6-451P""', ' ""LINC01907""', ' ""BANF1P3""', ' ""RNU6-268P""']"
135	18084	2.0	68412630.0	68413180.0	0.9155387947961341	0.3038923622857461	0.6116464325103881	"[' ""AC015969.1""', ' ""PLEK""', ' ""AC127383.1""', ' ""FBXO48""']"
136	18118	2.0	36734562.0	36734784.0	0.913230915672379	0.2915626238018211	0.6216682918705579	"[' ""AC007363.1""', ' ""VIT""']"
