chr,start,end,no drugs avg,with drugs avg
11,36300081,36300351,0.9018287345249781,0.33988901956047496
6,28777852,28778122,0.106306486476166,0.10822611893024
2,43447127,43447397,0.10023623746245,0.10118325382191802
4,81381304,81381574,0.836495109106413,0.319411862686978
11,119026878,119027148,0.5936401491220129,0.351784376112665
17,68134072,68134342,0.6575847684182909,0.269918605186624
10,97806859,97807129,0.951594751652765,0.343417411101487
23,146557562,146557832,0.204945772598318,0.10184662200134899
4,129220014,129220284,0.889990959545504,0.33594867540048706
3,191106666,191106936,0.933073064648463,0.4165736136717
1,18629352,18629622,0.127317209190569,0.100798433427001
2,107179359,107179629,0.34185207590274697,0.106890271929306
4,4388037,4388307,0.24690358143419,0.100299902804284
9,104219368,104219638,0.37815906532421095,0.105546278404272
4,153858780,153859050,0.303210456882736,0.101209667987176
8,117331763,117332033,0.232681366853728,0.10039167126908399
4,164277293,164277563,0.584407795789113,0.20524837822367803
22,45555662,45555932,0.916380347646423,0.44077625627953604
2,54725222,54725492,0.9694208680422971,0.47975125533439
1,112427436,112427706,0.31925354591561894,0.135217755097058
19,2425297,2425567,0.9361034235339929,0.32628848918236697
2,162101111,162101381,0.9584089418286971,0.37817851418711895
14,93076802,93077072,0.536188426091747,0.18130554423343104
9,15622668,15622938,0.9002417980059201,0.38346462181890295
12,74806455,74806725,0.604384828903079,0.245775838062572
4,76415442,76415712,0.953875770055909,0.39294936589620205
14,52837006,52837276,0.42321024894602,0.18947713505647898
11,94871580,94871850,0.6292995031486249,0.252577473708979
15,60683463,60683733,0.20762646726747502,0.15825015384538502
23,95158667,95158937,0.180382416517581,0.10295942339487299
17,80196618,80196888,0.8894073931024309,0.518361134519822
15,101066458,101066728,0.162971578065948,0.10733093314006
7,116952687,116952957,0.637900130905458,0.220272870388489
23,150172634,150172904,0.5825502657665961,0.221971877809543
9,130661949,130662219,0.30362942221788297,0.101690829708795
23,68245623,68245893,0.35757564966138794,0.168003318869835
2,149894933,149895203,0.28848680993510806,0.101644416275503
17,74593445,74593715,0.8769761444128481,0.439972007305378
24,21978853,21979123,0.549015179670634,0.10013873623159401
7,133249273,133249543,0.946462512253544,0.42756816131494896
13,114444917,114445187,0.605375910436336,0.35466168301045903
7,99689400,99689670,0.8528421174435459,0.481181303504461
16,71283301,71283571,0.688974330102817,0.39031885788956
12,110152281,110152551,0.317740837656856,0.108742169039606
11,122164421,122164691,0.355084280578266,0.19730261150352899
22,41076571,41076841,0.911422848471055,0.445599558430553
18,46194127,46194397,0.919915471934015,0.397897289319956
17,80255892,80256162,0.721454815661529,0.267686586824251
2,230839000,230839270,0.9071984429294141,0.42397678938691497
7,135047650,135047920,0.917180396969213,0.40747627421314797
10,102241223,102241493,0.230249299541334,0.204372082678767
6,12923900,12924170,0.130553444357408,0.138899505057336
4,1858406,1858676,0.115154630600003,0.406310783864196
4,72360285,72360555,0.35167138185594893,0.149231189965962
2,36560813,36561083,0.81530448202485,0.33417874386814195
1,45476200,45476470,0.127885538615315,0.10069305291229902
11,128888956,128889226,0.9481715221093829,0.37763864820445797
2,31290222,31290492,0.90790786962548,0.40030266045405605
5,903429,903699,0.8607453854930509,0.330310840995711
23,4181060,4181330,0.142121056649821,0.10796313334347099
2,171847980,171848250,0.953422515804552,0.37501259582198604
1,58717379,58717649,0.293484090038155,0.11167365269493598
12,56895205,56895475,0.242591562702594,0.23624331312320496
21,25341001,25341271,0.279125315050547,0.196348431712315
8,2241412,2241682,0.23941047578972302,0.145560846292269
21,29607472,29607742,0.584408914166248,0.221242041937817
1,166102509,166102779,0.5755722357529671,0.25824617122148996
19,19651883,19652153,0.617627861352173,0.42435385265725106
20,50618721,50618991,0.798697572505085,0.321982959714896
2,72372084,72372354,0.29733384468482105,0.12925981419626198
14,22694246,22694516,0.205647209224802,0.10323640507224399
13,23489864,23490134,0.150121937574881,0.10765348810488401
6,48416827,48417097,0.9288592047829771,0.428338951331586
8,63678824,63679094,0.518819478569859,0.19455659987166699
8,142264675,142264945,0.862062558123755,0.47349098398661604
3,190222239,190222509,0.7810935033292941,0.341485008405224
22,31535036,31535306,0.428767215654753,0.19524310080507098
5,66092816,66093086,0.410507223679253,0.15232261564909
2,160219386,160219656,0.9448161256659009,0.385686699861874
6,112590385,112590655,0.8122027257173691,0.34947613214241496
1,93202055,93202325,0.95623109231096,0.475530614493431
1,6607399,6607669,0.948059832177393,0.48078913343566404
4,121187758,121188028,0.762361273647785,0.242249251894658
11,123173501,123173771,0.706534874437346,0.302555990981156
15,43426045,43426315,0.8973263249203131,0.532490103787419
2,237477008,237477278,0.451586970195492,0.280936330682861
2,20866669,20866939,0.140294529027229,0.10598026742660399
12,42649064,42649334,0.8788514293060219,0.40287911365805107
19,1354573,1354843,0.11629765399827101,0.103965241550371
9,111032212,111032482,0.657770468503313,0.217704340447758
15,79059865,79060135,0.645446927414309,0.44635410074930293
18,42921476,42921746,0.16808843880930402,0.107450392214044
12,132703555,132703825,0.22881298998031896,0.10179128493604402
1,209830438,209830708,0.61696192493161,0.198448317470515
14,103246332,103246602,0.9078505265129828,0.297780873315914
12,22344184,22344454,0.6209453329447929,0.210888364710268
3,127402636,127402906,0.761082023576005,0.355608692070256
1,18884180,18884450,0.12364133790566198,0.10105204232989098
11,71350284,71350554,0.113784830648777,0.124590986478641
14,99504170,99504440,0.43691173377174,0.21673101932733801
9,126980971,126981241,0.812591022714888,0.37421646597953706
12,217194,217464,0.58617469299509,0.299416998520233
11,397235,397505,0.34347508639388,0.174455223007215
17,201137,201407,0.911481298482766,0.395032674430349
21,34289079,34289349,0.12428340519574499,0.137824344592064
10,80959872,80960142,0.85694431120522,0.430452026301385
10,119708055,119708325,0.230709583526013,0.10277861138671199
17,21182016,21182286,0.8866837818800899,0.398497273605531
1,60463163,60463433,0.24163402924293997,0.10702815191413499
22,23213233,23213503,0.229631113299462,0.108154240193915
8,133737883,133738153,0.21282473603781701,0.108853977258441
6,30411806,30412076,0.456913899079656,0.2013454373254
9,28365315,28365585,0.175993300212995,0.14780984994307597
22,48970937,48971207,0.6923030707685761,0.327830852604353
19,53497236,53497506,0.129463134411197,0.105035632543411
11,77487545,77487815,0.917437772430585,0.36870162781871707
3,165730934,165731204,0.17148541690428198,0.10411429223001101
2,43823955,43824225,0.7118156290510971,0.25903308752097504
18,3121316,3121586,0.817368564823814,0.32576729713978003
2,202283822,202284092,0.9538835297064179,0.41007005928940704
11,113897161,113897431,0.17791188819520898,0.113746447010154
4,176481828,176482098,0.765765917805137,0.362384634945437
19,58095189,58095459,0.302767578147408,0.113273715130828
2,104649899,104650169,0.105088958087217,0.105157164746364
11,64108434,64108704,0.7972694463175111,0.479239092991193
2,208571753,208572023,0.899257065075169,0.31244393327614195
17,63414809,63415079,0.40985686590503106,0.24469794681142498
21,44867477,44867747,0.7416953745852679,0.100015159051468
7,70133707,70133977,0.148176608327491,0.10330745582215
7,121089428,121089698,0.9416455981669009,0.371268273581924
15,39712340,39712610,0.23664256673624803,0.138596917939719
1,200939195,200939465,0.6887526381286,0.324805642201675
15,48205132,48205402,0.268490581198421,0.10469502676324301
6,150238432,150238702,0.776009723010869,0.471685234928673
10,94448572,94448842,0.44569512679742607,0.122336471470559
2,165865315,165865585,0.594255215851111,0.20010816086039698
2,169562140,169562410,0.911266168696405,0.369168821262118
15,75639783,75640053,0.220184146778888,0.103051558874821
12,46862026,46862296,0.886709942613323,0.34961133348284307
8,117727929,117728199,0.8826199995285429,0.302569416178707
15,71678863,71679133,0.8785479085593879,0.379927622208491
19,550094,550364,0.11993170418105399,0.170340787450705
6,157460473,157460743,0.919495987230007,0.414391812979228
17,56082719,56082989,0.29601030568110803,0.123015625534389
11,19679926,19680196,0.744577673877177,0.291639165582875
9,97315464,97315734,0.977191424669636,0.471854338748189
20,52196379,52196649,0.175763371816146,0.105890322392672
12,62048528,62048798,0.17143750205681801,0.10085030355991699
12,52888304,52888574,0.30709164387817106,0.129439491325508
11,120990177,120990447,0.394617852279683,0.111576715800524
8,12610926,12611196,0.814864114526203,0.210149595671193
20,13186795,13187065,0.24421770984232397,0.10097943455980499
6,36396786,36397056,0.9401912802551659,0.402515693163495
2,147070452,147070722,0.776353265637731,0.299440369979313
3,72021254,72021524,0.235955761172421,0.10034282589750801
8,124992910,124993180,0.276238423652562,0.101874804166085
19,5046025,5046295,0.9022231412954391,0.411962477608049
23,134841634,134841904,0.6604743500771171,0.305605502999034
12,2905156,2905426,0.120850070074108,0.12456198067759698
12,51770961,51771231,0.8412250661499681,0.378430744441199
2,70528553,70528823,0.100292724394018,0.10254026385295699
22,33196997,33197267,0.398351403380862,0.24565029315873899
9,130485835,130486105,0.699801321628685,0.414079064615784
10,116247039,116247309,0.600154555350328,0.20214799112199203
7,140771115,140771385,0.20830286856458605,0.103950586172195
12,124993419,124993689,0.8838328628413041,0.39838026585749103
20,12989782,12990052,0.176680967900007,0.106107881860396
23,31676544,31676814,0.105356403567928,0.14824276032706699
5,171614099,171614369,0.154417344627825,0.15486744345038098
10,118763982,118764252,0.115577776626835,0.24227798404064604
14,40887058,40887328,0.40642006402919106,0.133018967057551
2,29937279,29937549,0.232362686066466,0.12121888503610302
6,148891661,148891931,0.7841388994515541,0.36584730970349394
13,100263238,100263508,0.832372950647447,0.422368725603975
18,3885258,3885528,0.45308389641174895,0.24094819533293302
2,10169315,10169585,0.8526422179749359,0.439608673056444
6,31012163,31012433,0.43838452113537296,0.19059776444833104
16,81972932,81973202,0.387113070577923,0.180131607600418
1,29741979,29742249,0.316439214073045,0.118543641601636
6,20789483,20789753,0.947567985812821,0.332740259302981
8,54377360,54377630,0.11898664091634199,0.101784069046319
18,46482406,46482676,0.50108303157327,0.28814573791695597
18,3238785,3239055,0.8685678731610891,0.371563948232843
13,36662271,36662541,0.611181330138436,0.22582050096652198
17,51594054,51594324,0.14857215563187698,0.11060703030633802
2,101813756,101814026,0.675637160534322,0.293386864859087
5,176739949,176740219,0.11369340183809301,0.129244396276821
2,237654542,237654812,0.174083914892409,0.10552246930815302
17,61777842,61778112,0.300839118020471,0.12056759736315
6,43996674,43996944,0.668738543931073,0.299122679922747
11,95701828,95702098,0.7704690396347521,0.330008664904039
1,110692931,110693201,0.104722442261059,0.20317074926135398
23,31311605,31311875,0.21961322704671699,0.10998579789346401
3,57668090,57668360,0.90444233266203,0.460874235825768
5,107614615,107614885,0.844136266335165,0.303083999371464
10,131297010,131297280,0.8683250623410341,0.30814024861709804
7,127190394,127190664,0.29200195346894603,0.10066831829405098
8,144301535,144301805,0.7725326126079071,0.324902838170683
12,56627358,56627628,0.8362476066767099,0.35358395107133
8,53627778,53628048,0.493563113733259,0.17279239139762598
6,140993096,140993366,0.8121656085295129,0.31322480619931703
8,21732349,21732619,0.391866487649104,0.17528610350720997
18,51476990,51477260,0.13004725229092098,0.102819986955959
23,139743893,139744163,0.14485293879071098,0.103122916247009
11,14328086,14328356,0.9515328619644459,0.45106949777312705
18,41369223,41369493,0.16303445572696,0.106022292565834
1,112282893,112283163,0.9001161779605842,0.35033306009690596
12,110326237,110326507,0.765801010597543,0.391716303436739
20,13624694,13624964,0.422030546978356,0.177094674726649
3,98424611,98424881,0.930140059707122,0.372321504433377
3,36173774,36174044,0.16448591108786403,0.11542116734286201
3,5288408,5288678,0.533090477303367,0.19013606350480702
6,156423307,156423577,0.6222910127474239,0.22801808572861199
14,107007312,107007582,0.153750796432716,0.127633316121897
11,110304538,110304808,0.84554563162753,0.349317746576041
1,226297442,226297712,0.10362896699947,0.104057578401371
4,151178088,151178358,0.9583745044891501,0.347761192016004
1,37939282,37939552,0.19784794398279398,0.266795533051968
3,2806730,2807000,0.11281445980169,0.100205284790512
1,205796814,205797084,0.7424981550898341,0.35001462617977597
1,89512516,89512786,0.36631984362398,0.10616985176079198
1,39731970,39732240,0.896290732973862,0.359383600555247
14,81768991,81769261,0.374026655243484,0.100633984181355
12,12502694,12502964,0.5050055910675421,0.200242685650349
14,106501455,106501725,0.119734454046189,0.11080600699034801
12,2162032,2162302,0.272707539754446,0.10031465767024601
22,26160259,26160529,0.752288515137555,0.290871834494751
3,146359140,146359410,0.5605829402579361,0.215309739860837
18,51391207,51391477,0.22489294025706696,0.10094819257037
20,24092572,24092842,0.155321826345084,0.10361858156669501
2,96069072,96069342,0.21552087134699502,0.144085990807104
14,76346947,76347217,0.9203893577289659,0.38739583994120397
1,18436748,18437018,0.446763820892601,0.14709603424408801
1,83354832,83355102,0.6600464205186221,0.373879921922629
7,10748119,10748389,0.627403836889466,0.28299609591031105
7,71336501,71336771,0.24491429372449,0.12066204354293301
9,3848870,3849140,0.9026038134575141,0.46597287229931506
2,73402737,73403007,0.9438885879510671,0.40560485065062
20,58135697,58135967,0.165022187841208,0.11483214392507199
19,1876397,1876667,0.155159690325257,0.11319898269761199
6,94431113,94431383,0.6888736069991671,0.31180856813358604
23,110411586,110411856,0.195952484535397,0.10893737695400302
11,120934487,120934757,0.910694392741808,0.3648950339738479
17,66782124,66782394,0.467315966870839,0.161266803013633
17,45352694,45352964,0.7078290472731079,0.38555875671522793
13,23734856,23735126,0.5778565373010711,0.27808565744618297
4,74177068,74177338,0.593158155671494,0.19386092950511102
10,119469741,119470011,0.491195619476407,0.16075298335718802
1,18700453,18700723,0.144228043191664,0.11291468017879902
17,61190616,61190886,0.9175647746752879,0.414573124051105
2,70696660,70696930,0.841500716908282,0.29406716789735904
9,20192508,20192778,0.43220395415970897,0.160170456222211
2,54999689,54999959,0.83715800565129,0.388841938503814
12,49370266,49370536,0.613320414471335,0.35139822978691
8,127500445,127500715,0.247463017546254,0.104610066908009
2,60346997,60347267,0.194979872136433,0.10641981054373599
10,88283138,88283408,0.9947116188620609,0.444091038211441
1,33219800,33220070,0.11689410827084501,0.17679976464801603
11,67079008,67079278,0.9268931301556059,0.491280199722624
10,26558739,26559009,0.299279539122159,0.102817965060699
12,110776641,110776911,0.948049670178229,0.381165015887176
16,11681086,11681356,0.108052970367673,0.11852674929938901
16,23517365,23517635,0.8448010145560899,0.32816949362538206
23,148730711,148730981,0.152280733997887,0.101342436813548
11,132272010,132272280,0.16693180200459803,0.104989372907492
1,188563767,188564037,0.16819967397905403,0.100777050077496
14,75894270,75894540,0.118485549588424,0.10658261199265599
11,102554047,102554317,0.788286659150783,0.29594349347616
8,40300579,40300849,0.21185706497414203,0.11383612155866801
10,52833432,52833702,0.5048205352342311,0.200006926242445
19,4941281,4941551,0.9336078218203001,0.407472261097748
6,72596519,72596789,0.109461927287821,0.23819883930543803
3,55658285,55658555,0.221868042217573,0.10282827694268501
12,82720779,82721049,0.6425481227316011,0.2219048466307
3,133657586,133657856,0.767274886117355,0.335361781621801
22,37395036,37395306,0.417544128752086,0.249157101661358
7,100143337,100143607,0.646085207760167,0.35300052750796296
14,105261041,105261311,0.112300427299638,0.133096761623825
4,52969532,52969802,0.22439374403695497,0.10068173928086901
17,47840665,47840935,0.241286065138535,0.14933648788864098
19,1468924,1469194,0.100648695257147,0.10713338325470499
4,155338023,155338293,0.24886272119860198,0.11149895982722399
4,173935501,173935771,0.611939271560755,0.30322348777283004
11,13944873,13945143,0.20312760705003102,0.10209740375925999
2,715908,716178,0.170761970372016,0.111633679285401
19,9677485,9677755,0.912111169066607,0.345449598247466
16,89323565,89323835,0.9476521122865741,0.49489058938588104
8,4644585,4644855,0.293465142068756,0.127194736443741
1,21996380,21996650,0.8896272214398441,0.3907201650532489
2,81616382,81616652,0.219813598837621,0.103806745104017
9,1942064,1942334,0.177294086599113,0.100686020271396
20,13975712,13975982,0.18469662812574,0.141336558520064
12,67851768,67852038,0.419405826841475,0.159626981424504
23,11696351,11696621,0.186782082805162,0.107505329125244
6,165468783,165469053,0.17247620154002896,0.102160977137354
8,36634072,36634342,0.511440725186183,0.24675307462348997
2,172304262,172304532,0.9484697892315559,0.523916491594126
1,64965654,64965924,0.9010226000584141,0.361616823353069
13,111699274,111699544,0.352589334401595,0.23451902594202
11,125298443,125298713,0.11276007774100098,0.100581061958459
1,203239641,203239911,0.132398385167863,0.115199153726776
8,131432584,131432854,0.8874722188288221,0.442469231481546
10,88108591,88108861,0.400847273288233,0.221979523664756
1,120255358,120255628,0.134470519856191,0.19050432747572799
4,152410763,152411033,0.792557370083503,0.381804462087576
8,6792349,6792619,0.11286588807448501,0.105786510922404
3,106580928,106581198,0.833179994039099,0.320330664127825
1,58478962,58479232,0.12340852644749198,0.105886720894673
2,130643368,130643638,0.21684286626531998,0.10577779506785599
11,118495611,118495881,0.9332956595632891,0.38744831814731107
5,3509461,3509731,0.100522815759119,0.11110617100036399
9,86853605,86853875,0.28768501452369,0.12066934594042099
2,223348258,223348528,0.44279487797188,0.140325207028382
13,111096696,111096966,0.148679349058524,0.12326423797961399
4,110254155,110254425,0.577072533587902,0.196597523511184
15,73063339,73063609,0.9437173119920591,0.4025008083383971
1,119369263,119369533,0.39412247885176793,0.190015609407745
19,47071726,47071996,0.658247814204177,0.30430976249658503
17,1928488,1928758,0.125651803557042,0.10016600094969999
6,35916553,35916823,0.958756658262881,0.491042092027009
7,117421750,117422020,0.8530675359263,0.3655117525114989
13,113622884,113623154,0.661014372429882,0.339188152948389
16,46791232,46791502,0.7095353328652572,0.38590215662723
3,48514153,48514423,0.24151074135000603,0.150029665843017
3,164974395,164974665,0.21834654291451,0.108262500853721
2,67809005,67809275,0.26036728610613397,0.101163589798468
8,125845027,125845297,0.22894297103012398,0.123510112604842
7,142622558,142622828,0.176109468598607,0.127980001963395
11,93840603,93840873,0.7346130568694159,0.28161415807188
20,4549746,4550016,0.28825583955800105,0.121998917852213
11,100623927,100624197,0.147325125602736,0.102204633604753
21,48059754,48060024,0.9153018197702959,0.363702382039916
5,92023839,92024109,0.7276992319186909,0.23000145620839302
4,64583210,64583480,0.247805864422791,0.107862695953645
10,36070623,36070893,0.359381697103998,0.140789399028934
10,55606623,55606893,0.10964517206551401,0.112827536765184
1,58670005,58670275,0.228832360872408,0.10364802978153599
16,87900379,87900649,0.384982974176581,0.15477447928313198
7,158766224,158766494,0.427494987267715,0.23588681012376997
1,236509083,236509353,0.680323127045107,0.262205114398061
9,124975861,124976131,0.101255178413726,0.10853444247114599
11,1785441,1785711,0.128383608386473,0.128172043730962
10,79110392,79110662,0.8165731483922841,0.418338573387969
19,42785268,42785538,0.21392789189858702,0.102354792219953
11,94501171,94501441,0.272747745039234,0.144900590189734
8,128577333,128577603,0.38420278444584294,0.15843972613885599
3,10748116,10748386,0.40076691082215793,0.130439205788895
18,7164682,7164952,0.141989506593441,0.126111154271784
22,45731037,45731307,0.80619327675512,0.374585887580018
4,98967915,98968185,0.5996655021806739,0.254360307842076
12,49962602,49962872,0.10145679236776499,0.137580052151256
21,43740063,43740333,0.33401819869758503,0.158146160726566
11,47292452,47292722,0.297520032765476,0.140298279230435
7,18125830,18126100,0.116525464924343,0.130535246984302
7,23572884,23573154,0.9903230720454009,0.397571028744724
23,148575149,148575419,0.876799753561056,0.442778105664299
15,94774870,94775140,0.6312183779634649,0.4490952365069771
17,74299301,74299571,0.207082602518814,0.10274590821407599
11,124984494,124984764,0.743843378723841,0.33411325641125394
6,1312250,1312520,0.192628205576815,0.11179592017032002
5,78095503,78095773,0.8409909749406558,0.418285138158876
17,8889632,8889902,0.2900551622487,0.104050983019589
21,44847203,44847473,1.0,0.101616502527611
11,71786199,71786469,0.956629241030837,0.40931911042647795
20,62497199,62497469,0.110595989395458,0.119307654961481
12,39305473,39305743,0.7885524633515508,0.28154319925520005
13,88652108,88652378,0.3675052494204129,0.161088444093962
6,31442717,31442987,0.568672929776879,0.263846259754056
6,125080567,125080837,0.729338177639091,0.283918917602144
8,143696000,143696270,0.12130651091269501,0.104350228024124
17,38095852,38096122,0.757967955394783,0.35088057458300603
