,chr,start,end,no drugs avg,with drugs avg,change
27124,3.0,5017891.0,5018113.0,0.9782382616587528,0.278374633533659,0.6998636281250938
28034,3.0,136668592.0,136668858.0,0.941648447534916,0.289540495346956,0.6521079521879599
28594,3.0,78790245.0,78790485.0,0.941477347398084,0.27186420179423704,0.6696131456038471
29137,3.0,15282886.0,15283156.0,0.979046200564224,0.29136810830735,0.6876780922568742
29206,3.0,81692971.0,81693196.0,0.926262701973774,0.26052573479625896,0.6657369671775151
29408,3.0,122463850.0,122464090.0,0.9844012322888148,0.31869613811442105,0.6657050941743938
31559,3.0,78790126.0,78790627.0,0.941477347398084,0.27186420179423704,0.6696131456038471
31746,3.0,25703314.0,25703584.0,0.946688254767559,0.24768304472100694,0.699005210046552
34295,3.0,4533958.0,4534228.0,0.913974943457697,4.644785385912369e-73,0.913974943457697
34421,3.0,121465545.0,121465815.0,0.951000028301986,0.274448119830652,0.6765519084713341
34685,3.0,65411442.0,65411972.0,0.916084369320356,0.264919038417864,0.6511653309024921
34873,3.0,65411649.0,65412179.0,0.921018951713758,0.257704257770892,0.6633146939428659
36180,3.0,5017737.0,5018267.0,0.9782382616587528,0.278374633533659,0.6998636281250938
36408,4.0,187590596.0,187590866.0,0.92749222006007,0.256334403697891,0.671157816362179
36546,4.0,120414673.0,120414913.0,0.9604608762404128,0.2943503303899669,0.6661105458504459
36563,4.0,48548462.0,48548992.0,0.934719606748798,0.283845677961072,0.6508739287877261
36681,4.0,26326950.0,26327480.0,0.8874314695275558,0.232622660003408,0.6548088095241478
36733,4.0,73993604.0,73993844.0,0.979888479944666,0.320165379446453,0.6597231004982129
36876,4.0,141556840.0,141557110.0,0.9298004662773752,0.277387005681836,0.6524134605955392
37452,4.0,96077341.0,96077694.0,0.88328882406045,0.21891033538610705,0.6643784886743429
37692,4.0,166252557.0,166252827.0,0.976484573430455,0.320766637684108,0.655717935746347
37812,4.0,26326951.0,26327104.0,0.8984320060530551,0.236513849795401,0.6619181562576539
37840,4.0,121840604.0,121840844.0,0.953865601248807,0.16433377879293,0.789531822455877
38885,4.0,153706050.0,153706290.0,0.967202770453252,0.26746262840171403,0.6997401420515381
38952,4.0,48548396.0,48548666.0,0.938469095348549,0.28308265290358897,0.6553864424449599
39150,4.0,47841431.0,47841701.0,0.94294340966959,0.26573564091512303,0.6772077687544671
39490,4.0,188337774.0,188338304.0,0.949022516750091,0.278723425754152,0.670299090995939
39914,4.0,178362180.0,178362450.0,0.901886517294644,0.238246063649006,0.6636404536456381
41509,4.0,26326745.0,26327275.0,0.8984320060530551,0.236513849795401,0.6619181562576539
42994,5.0,36178127.0,36178397.0,0.9435082588118052,0.283115435939105,0.6603928228727001
43297,5.0,56114303.0,56114543.0,0.942919911263809,0.275247375665554,0.6676725355982551
43554,5.0,36177943.0,36178508.0,0.9435082588118052,0.283115435939105,0.6603928228727001
43571,5.0,67557356.0,67557596.0,0.939557853853427,0.285653149603504,0.6539047042499231
44272,5.0,74977148.0,74977388.0,0.9597063760338752,0.2801396795708689,0.6795666964630062
44374,5.0,60454987.0,60455227.0,0.938935354946478,0.273040742268713,0.6658946126777651
44956,5.0,56114185.0,56114715.0,0.94707929877747,0.27822661752891703,0.6688526812485529
45398,5.0,126872443.0,126872683.0,0.950931402973745,0.27731426978655,0.673617133187195
45430,5.0,162900720.0,162900960.0,0.9542201696385768,0.304202356641745,0.6500178129968319
45455,5.0,7897220.0,7897460.0,0.9406117164843052,0.289919428610456,0.650692287873849
46276,5.0,122703512.0,122703807.0,0.945758898986431,0.282910626079576,0.662848272906855
47772,5.0,42949480.0,42949629.0,0.977425059261876,0.322587765686356,0.65483729357552
48075,5.0,56114385.0,56114915.0,0.94707929877747,0.27822661752891703,0.6688526812485529
48457,5.0,42949402.0,42949672.0,0.9774628661231868,0.324129304475,0.6533335616481869
51472,6.0,101843124.0,101843654.0,0.9787613386604772,0.261689303140248,0.7170720355202291
52084,6.0,163848932.0,163849172.0,0.952859242805191,0.279858456319542,0.6730007864856489
52927,6.0,32162892.0,32163074.0,0.8694256467571991,0.15658448977103398,0.7128411569861651
53953,6.0,170120327.0,170120597.0,0.982545359951058,0.320015477150901,0.6625298828001571
54170,6.0,143263687.0,143264292.0,0.895450687160255,0.244664143599721,0.650786543560534
56711,6.0,107779437.0,107779967.0,0.828781474570114,0.17435827856254504,0.6544231960075689
58749,6.0,190649.0,190919.0,0.867115451695268,0.194257331482272,0.6728581202129961
60609,7.0,17341175.0,17341415.0,0.816026609182788,0.147904402189146,0.6681222069936421
60682,7.0,7635131.0,7635548.0,0.938503772382289,0.28361733807780704,0.654886434304482
60726,7.0,106834536.0,106835066.0,0.94825027787791,0.297387574146863,0.6508627037310469
61400,7.0,56167225.0,56167755.0,0.9362409901265648,0.23591987162747,0.700321118499095
63653,7.0,16697671.0,16697911.0,0.9330745195584408,0.27496835888150706,0.6581061606769338
65250,7.0,27676324.0,27676564.0,0.965817920294951,0.299711749661952,0.6661061706329989
68005,8.0,30964982.0,30965252.0,0.9068067568028472,0.249219215273031,0.657587541529816
68809,8.0,30965081.0,30965611.0,0.905052306860253,0.24294745142243804,0.6621048554378149
68815,8.0,110328433.0,110328672.0,0.939976503240142,0.268366029234756,0.6716104740053861
68984,8.0,98879959.0,98880229.0,0.9139457016287008,0.24865909847285894,0.6652866031558421
69475,8.0,1770406.0,1770646.0,0.95852283615768,0.299436907499919,0.6590859286577609
73071,8.0,30964863.0,30965393.0,0.9068067568028472,0.249219215273031,0.657587541529816
73415,8.0,110564268.0,110564538.0,0.934042346658832,0.275543448978187,0.658498897680645
73960,8.0,110564136.0,110564666.0,0.934042346658832,0.275543448978187,0.658498897680645
74609,9.0,4987998.0,4988202.0,0.9933813968637408,0.271106035141675,0.722275361722066
74661,9.0,16648684.0,16648954.0,0.971942182480338,0.305471451962774,0.6664707305175641
75030,9.0,4987826.0,4988334.0,0.9933813968637408,0.271106035141675,0.722275361722066
77119,9.0,72289059.0,72289329.0,0.916392643842468,0.24653243498001695,0.669860208862451
77448,9.0,100853099.0,100853339.0,0.9548480400827132,0.287641691309867,0.6672063487728461
78345,9.0,125589483.0,125589723.0,0.9662291976649208,0.294072415448175,0.6721567822167459
78490,9.0,2624456.0,2624696.0,0.966421945072098,0.265175388788078,0.7012465562840201
78491,9.0,134261737.0,134261977.0,0.999499982545333,0.113485628692377,0.886014353852956
79350,9.0,74516657.0,74516897.0,0.969542722373636,0.316311417167145,0.6532313052064909
79999,9.0,124920590.0,124921058.0,0.8914820388227109,0.140335402502329,0.7511466363203819
80330,9.0,100852985.0,100853515.0,0.9548480400827132,0.287641691309867,0.6672063487728461
82018,10.0,124742071.0,124742341.0,0.972413653315574,0.270872398735216,0.7015412545803581
82315,10.0,60158198.0,60158728.0,0.9546187211600128,0.2976749291951961,0.6569437919648169
82370,10.0,103990644.0,103990914.0,0.899337055178758,0.233771551810835,0.665565503367923
83190,10.0,114194894.0,114195424.0,0.938471785902981,0.276540752116161,0.66193103378682
83291,10.0,18905309.0,18905549.0,0.95975337168283,0.278357335818474,0.681396035864356
84354,10.0,60158355.0,60158595.0,0.9546187211600128,0.2976749291951961,0.6569437919648169
84391,10.0,82220570.0,82220840.0,0.9451307625744207,0.287117764328992,0.6580129982454288
84857,10.0,114194790.0,114195147.0,0.9451207333392372,0.273475303863454,0.6716454294757831
84870,10.0,112630904.0,112631144.0,0.898846877268802,0.151359151984707,0.7474877252840949
85286,10.0,89621714.0,89621954.0,0.923878957529606,0.241038751268584,0.6828402062610219
86053,10.0,25811956.0,25812176.0,0.894386908600493,0.24427776266896106,0.6501091459315319
86095,10.0,103990684.0,103990924.0,0.9022590617743,0.23824319789582504,0.664015863878475
86860,10.0,120068235.0,120068475.0,0.94497422438397,0.29409824525312706,0.6508759791308429
88090,11.0,69476917.0,69477447.0,0.9533592577699028,0.275580476036577,0.6777787817333261
89288,11.0,69476808.0,69477078.0,0.950522207533076,0.240889311788134,0.7096328957449419
89637,11.0,71814696.0,71815226.0,0.9689843383085528,0.285370227794308,0.6836141105142449
90505,11.0,31820261.0,31820531.0,0.956961081284927,0.277660999596118,0.679300081688809
90548,11.0,43440864.0,43441498.0,0.943894791147258,0.27468874352461103,0.6692060476226469
91748,11.0,94150532.0,94150897.0,0.946407090822777,0.27878554214661105,0.6676215486761659
92849,11.0,43441024.0,43441148.0,0.943894791147258,0.27468874352461103,0.6692060476226469
95928,11.0,44126110.0,44126350.0,0.925025049464813,0.24829581461140496,0.6767292348534079
97061,12.0,102489522.0,102489762.0,0.953227176377765,0.267446413099083,0.685780763278682
97770,12.0,53721327.0,53721567.0,0.94397318564656,0.252341374914484,0.691631810732076
98414,12.0,133657384.0,133657624.0,0.999555226127102,0.0126868688377125,0.9868683572893896
98457,12.0,65002036.0,65002285.0,0.953599219799068,0.29958735361670696,0.654011866182361
98988,12.0,19673698.0,19673938.0,0.960357139839186,0.298660433282055,0.6616967065571309
100111,12.0,133656971.0,133657211.0,0.99963413429828,0.0110471357289885,0.9885869985692916
102363,12.0,133657231.0,133657761.0,0.9995595448494508,0.0125990767446857,0.9869604681047652
103676,12.0,133657362.0,133657632.0,0.999555845375132,0.0126742932032429,0.9868815521718892
104706,13.0,31019903.0,31020173.0,0.944985341641382,0.264019021110707,0.6809663205306751
104842,13.0,60252410.0,60252650.0,0.9080035079434848,0.255277979180687,0.652725528762798
104987,13.0,20609215.0,20609745.0,0.945386467228352,0.273692969502393,0.671693497725959
105705,13.0,110435616.0,110436146.0,0.9433690031665528,0.219675113680607,0.7236938894859459
106088,13.0,20609351.0,20609591.0,0.945386467228352,0.273692969502393,0.671693497725959
106169,13.0,110435824.0,110436354.0,0.934904882526428,0.222226624686191,0.712678257840237
106492,13.0,28773061.0,28773591.0,0.9596773836894068,0.290634019672137,0.6690433640172699
106686,13.0,100310938.0,100311178.0,0.95862574006979,0.255218273353078,0.7034074667167121
106859,13.0,80122959.0,80123489.0,0.946391154318566,0.29393046817674395,0.6524606861418221
106938,13.0,101241106.0,101241636.0,0.922711431488704,0.267153725011121,0.6555577064775829
107204,13.0,95751899.0,95752139.0,0.932524084603543,0.27454059300655,0.6579834915969929
108133,14.0,21709439.0,21709679.0,0.93561501427873,0.21555002181545105,0.7200649924632789
110800,14.0,21709686.0,21709956.0,0.93561501427873,0.21555002181545105,0.7200649924632789
113252,15.0,77195612.0,77196142.0,0.982578809375184,0.327268375196856,0.655310434178328
113570,15.0,81148795.0,81149057.0,0.98021657574239,4.39904545876854e-22,0.98021657574239
113668,15.0,31282280.0,31282520.0,0.962565039853368,0.22474773035573,0.7378173094976379
114506,15.0,63795594.0,63795834.0,0.915981941685464,0.242528820447972,0.6734531212374921
114771,15.0,62359012.0,62359282.0,0.94101577969993,0.285876187089282,0.6551395926106481
115832,15.0,43030117.0,43030387.0,0.853753631041613,0.202334557951619,0.6514190730899939
116279,15.0,81148783.0,81149053.0,0.979133634473906,2.80224082367732e-22,0.979133634473906
117559,15.0,40399159.0,40399429.0,0.9143028318299228,0.204420454235737,0.7098823775941859
119619,16.0,21962475.0,21962623.0,0.968462900167702,0.307556406581327,0.660906493586375
120503,16.0,53726066.0,53726336.0,0.9741947265077272,0.318662405720088,0.6555323207876391
120782,16.0,87350511.0,87350681.0,0.902322243443255,0.23161891066172,0.6707033327815349
123653,17.0,19549284.0,19549524.0,0.926744092983209,0.26752174362033,0.659222349362879
123899,17.0,19549346.0,19549453.0,0.917514430621576,0.267394259480499,0.6501201711410769
124698,17.0,53131346.0,53131424.0,0.947015540067497,0.29367203158864,0.653343508478857
125131,17.0,59119787.0,59120027.0,0.937201556936761,0.272036445415798,0.6651651115209629
126921,17.0,59119610.0,59120140.0,0.937201556936761,0.272036445415798,0.6651651115209629
127913,17.0,41798517.0,41799047.0,0.8841766980461461,0.21828909310325306,0.6658876049428929
129354,17.0,19549148.0,19549663.0,0.917514430621576,0.267394259480499,0.6501201711410769
129397,17.0,35551259.0,35551499.0,0.918894669207624,0.24900881530461,0.6698858539030141
131039,18.0,53010715.0,53011093.0,0.930480331024112,0.261146861511033,0.669333469513079
131166,18.0,22008727.0,22008997.0,0.9766413783957142,0.255417901179633,0.7212234772160813
132567,18.0,22008619.0,22009149.0,0.9766413783957142,0.255417901179633,0.7212234772160813
136453,19.0,56151511.0,56151721.0,0.86749683999471,0.142190490694705,0.7253063493000049
137493,19.0,29195985.0,29196255.0,0.921173357552482,0.269554485194668,0.6516188723578139
138702,19.0,5897298.0,5897538.0,0.959319811979457,0.29491636974169394,0.6644034422377632
142448,20.0,52825994.0,52826234.0,0.878201874979063,0.202845014730766,0.675356860248297
143893,20.0,52825845.0,52826375.0,0.878201874979063,0.202845014730766,0.675356860248297
144460,21.0,44867477.0,44867747.0,0.7416953745852679,0.000829387414542127,0.7408659871707258
144561,21.0,46220094.0,46220334.0,0.896895604675644,0.219171808747504,0.67772379592814
144767,21.0,44866637.0,44867167.0,0.7377202815385009,0.0008229081035342929,0.7368973734349666
144847,21.0,44839438.0,44839678.0,1.0,0.00408788043747672,0.9959121195625232
144875,21.0,44866543.0,44866783.0,0.73569854362826,0.000820535257177169,0.7348780083710829
144930,21.0,44882935.0,44883175.0,0.6884235830938239,0.00190246716117015,0.6865211159326537
145102,21.0,44882886.0,44883156.0,0.6887413905843399,0.00189385103770965,0.6868475395466302
145286,21.0,44847203.0,44847473.0,1.0,0.00135992984367209,0.998640070156328
145291,21.0,46220116.0,46220269.0,0.9107958874931872,0.226980945952864,0.6838149415403231
145307,21.0,44866437.0,44866967.0,0.736044863470539,0.00082091525255477,0.7352239482179842
145370,21.0,44839474.0,44839551.0,1.0,0.00408277735461314,0.9959172226453868
145391,21.0,44847209.0,44847449.0,1.0,0.00136236400796766,0.9986376359920324
145749,21.0,44882772.0,44883302.0,0.6887413905843399,0.00189385103770965,0.6868475395466302
145820,21.0,44866540.0,44866810.0,0.735785758565417,0.000820630042184222,0.7349651285232327
145932,22.0,25424428.0,25424958.0,0.964826428046862,0.298537836916401,0.6662885911304611
146092,22.0,25424566.0,25424751.0,0.964888468608933,0.298703866653638,0.6661846019552949
146256,22.0,20460823.0,20461012.0,0.962980285010408,0.122611232031909,0.8403690529784991
146808,22.0,25453146.0,25453667.0,0.9489675659359258,0.286260190299372,0.6627073756365538
146865,22.0,25444584.0,25445108.0,0.956155865126196,0.297117917829828,0.6590379472963679
147411,22.0,23652377.0,23652617.0,0.9212105952172148,0.233728410176064,0.687482185041151
147591,22.0,19747274.0,19747544.0,0.931373142932062,0.259144832250488,0.6722283106815741
147802,22.0,18395849.0,18396379.0,0.9527332880349508,0.29038889231869897,0.6623443957162521
148153,22.0,18396058.0,18396588.0,0.948047845589644,0.297622308892099,0.6504255366975451
148168,22.0,38957901.0,38958171.0,0.925860600892034,0.26144223209337497,0.6644183687986591
148499,22.0,25444735.0,25444976.0,0.956155865126196,0.297117917829828,0.6590379472963679
148583,22.0,20460700.0,20461135.0,0.96352683455308,0.120284558090715,0.8432422764623648
149465,22.0,25453350.0,25453499.0,0.9489675659359258,0.286260190299372,0.6627073756365538
149908,22.0,46929326.0,46929778.0,0.93426214500866,0.265424837938648,0.6688373070700121
150330,22.0,20460861.0,20460992.0,0.962595338648817,0.124276720575753,0.8383186180730641
150405,22.0,25453285.0,25453552.0,0.948692470497758,0.279765493453906,0.6689269770438521
150655,22.0,25423644.0,25423914.0,0.957207179662156,0.302247941698761,0.6549592379633951
151961,22.0,46929434.0,46929674.0,0.942761714663992,0.283132196445788,0.659629518218204
151992,22.0,31500902.0,31501172.0,0.974475533921341,0.313026773180732,0.661448760740609
152101,22.0,18395994.0,18396234.0,0.9527332880349508,0.29038889231869897,0.6623443957162521
